[2026-07-26T02:50:11.819Z] GET http://localhost:5178/ → 200 (4ms, 822B)
[2026-07-26T02:50:11.858Z] GET http://localhost:5178/src/components/dither-kit/pie.tsx → 200 (14ms, 3728B)
[2026-07-26T02:50:11.858Z] GET http://localhost:5178/src/components/dither-kit/pie-chart.tsx → 200 (13ms, 4230B)
[2026-07-26T02:50:11.858Z] GET http://localhost:5178/src/components/dither-kit/radar.tsx → 200 (14ms, 4532B)
[2026-07-26T02:50:11.860Z] GET http://localhost:5178/src/components/dither-kit/radar-chart.tsx → 200 (12ms, 4685B)
[2026-07-26T02:50:11.860Z] GET http://localhost:5178/src/components/dither-kit/reference-line.tsx → 200 (12ms, 5481B)
[2026-07-26T02:50:11.860Z] GET http://localhost:5178/src/components/dither-kit/sparkline.tsx → 200 (13ms, 6877B)
[2026-07-26T02:50:11.860Z] GET http://localhost:5178/src/components/dither-kit/tooltip.tsx → 200 (12ms, 11874B)
[2026-07-26T02:50:11.860Z] GET http://localhost:5178/src/components/dither-kit/x-axis.tsx → 200 (13ms, 5295B)
[2026-07-26T02:50:11.860Z] GET http://localhost:5178/src/components/dither-kit/y-axis.tsx → 200 (13ms, 4246B)
[2026-07-26T02:50:11.861Z] GET http://localhost:5178/src/components/chat/Message.tsx → 200 (12ms, 13355B)
[2026-07-26T02:50:11.861Z] GET http://localhost:5178/src/lib/ai/index.ts → 200 (13ms, 1823B)
[2026-07-26T02:50:11.861Z] GET http://localhost:5178/src/lib/utils.ts → 200 (12ms, 745B)
[2026-07-26T02:50:11.864Z] GET http://localhost:5178/src/components/modals/PersonModal.tsx → 200 (9ms, 18595B)
[2026-07-26T02:50:11.864Z] GET http://localhost:5178/src/components/modals/SkillModal.tsx → 200 (9ms, 28942B)
[2026-07-26T02:50:11.865Z] GET http://localhost:5178/src/components/charts/ChartBlock.tsx → 200 (8ms, 17073B)
[2026-07-26T02:50:11.865Z] GET http://localhost:5178/src/components/ui/Panel.tsx → 200 (9ms, 5187B)
[2026-07-26T02:50:11.865Z] GET http://localhost:5178/src/components/ui/Stat.tsx → 200 (9ms, 6659B)
[2026-07-26T02:50:11.865Z] GET http://localhost:5178/src/components/SkillCard.tsx → 200 (9ms, 18771B)
[2026-07-26T02:50:11.865Z] GET http://localhost:5178/src/data/analytics.ts → 200 (9ms, 26669B)
[2026-07-26T02:50:11.865Z] GET http://localhost:5178/src/data/skills.ts → 200 (9ms, 58279B)
[2026-07-26T02:50:11.867Z] GET http://localhost:5178/node_modules/.vite/deps/react-nice-avatar.js?v=d0c87b9d → 200 (8ms, 543693B)
[2026-07-26T02:50:11.867Z] GET http://localhost:5178/src/components/dither-kit/chart-context.tsx → 200 (7ms, 41110B)
[2026-07-26T02:50:11.867Z] GET http://localhost:5178/src/components/dither-kit/series-context.tsx → 200 (7ms, 1772B)
[2026-07-26T02:50:11.868Z] GET http://localhost:5178/src/components/dither-kit/lib.ts → 200 (7ms, 1035B)
[2026-07-26T02:50:11.868Z] GET http://localhost:5178/src/components/dither-kit/palette.ts → 200 (7ms, 4684B)
[2026-07-26T02:50:11.869Z] GET http://localhost:5178/src/components/dither-kit/cartesian-canvas.tsx → 200 (6ms, 41987B)
[2026-07-26T02:50:11.869Z] GET http://localhost:5178/src/components/dither-kit/cartesian-root.tsx → 200 (6ms, 17477B)
[2026-07-26T02:50:11.869Z] GET http://localhost:5178/src/components/dither-kit/pixel.ts → 200 (6ms, 9281B)
[2026-07-26T02:50:11.871Z] GET http://localhost:5178/node_modules/.vite/deps/react-dom.js?v=789b2efc → 200 (4ms, 48822B)
[2026-07-26T02:50:11.871Z] GET http://localhost:5178/src/components/dither-kit/bar-canvas.tsx → 200 (4ms, 24983B)
[2026-07-26T02:50:11.871Z] GET http://localhost:5178/src/components/dither-kit/common-context.tsx → 200 (5ms, 3181B)
[2026-07-26T02:50:11.871Z] GET http://localhost:5178/src/components/dither-kit/pie-canvas.tsx → 200 (5ms, 24750B)
[2026-07-26T02:50:11.872Z] GET http://localhost:5178/src/components/dither-kit/polar-root.tsx → 200 (4ms, 16666B)
[2026-07-26T02:50:11.872Z] GET http://localhost:5178/src/components/dither-kit/polar-context.tsx → 200 (8ms, 29844B)
[2026-07-26T02:50:11.872Z] GET http://localhost:5178/src/components/dither-kit/radar-canvas.tsx → 200 (9ms, 27106B)
[2026-07-26T02:50:11.872Z] GET http://localhost:5178/src/components/dither-kit/radar-frame.tsx → 200 (5ms, 9007B)
[2026-07-26T02:50:11.873Z] GET http://localhost:5178/node_modules/.vite/deps/motion_react.js?v=97c6e90b → 200 (14ms, 1888585B)
[2026-07-26T02:50:11.873Z] GET http://localhost:5178/src/components/chat/Markdown.tsx → 200 (6ms, 10310B)
[2026-07-26T02:50:11.873Z] GET http://localhost:5178/node_modules/.vite/deps/clsx.js?v=f9cfe2b2 → 200 (6ms, 1992B)
[2026-07-26T02:50:11.873Z] GET http://localhost:5178/node_modules/.vite/deps/tailwind-merge.js?v=ded4a5a7 → 200 (11ms, 286814B)
[2026-07-26T02:50:11.873Z] GET http://localhost:5178/src/components/ui/Modal.tsx → 200 (10ms, 7330B)
[2026-07-26T02:50:11.874Z] GET http://localhost:5178/src/lib/ai/http-agent.ts → 200 (10ms, 5416B)
[2026-07-26T02:50:11.874Z] GET http://localhost:5178/src/lib/ai/mock-agent.ts → 200 (10ms, 33323B)
[2026-07-26T02:50:11.875Z] GET http://localhost:5178/src/components/dither-kit/scales.ts → 200 (9ms, 11622B)
[2026-07-26T02:50:11.875Z] GET http://localhost:5178/src/components/dither-kit/use-chart-dimensions.ts → 200 (10ms, 3593B)
[2026-07-26T02:50:11.875Z] GET http://localhost:5178/src/components/dither-kit/dither-paint.ts → 200 (9ms, 18798B)
[2026-07-26T02:50:11.876Z] GET http://localhost:5178/src/components/dither-kit/polar.ts → 200 (8ms, 10246B)
[2026-07-26T02:50:11.879Z] GET http://localhost:5178/node_modules/.vite/deps/react-markdown.js?v=688e4aa9 → 200 (19ms, 1355529B)
[2026-07-26T02:50:11.880Z] GET http://localhost:5178/node_modules/.vite/deps/remark-gfm.js?v=d02f94f6 → 200 (8ms, 440813B)
[2026-07-26T02:50:11.884Z] GET http://localhost:5178/node_modules/.vite/deps/d3-scale.js?v=8c10c4df → 200 (10ms, 348049B)
[2026-07-26T02:50:11.884Z] GET http://localhost:5178/node_modules/.vite/deps/d3-shape.js?v=5a8c67db → 200 (10ms, 214350B)
[2026-07-26T02:50:11.887Z] GET http://localhost:5178/node_modules/.vite/deps/react_jsx-runtime.js?v=789b2efc → 200 (4ms, 35787B)
[2026-07-26T02:50:11.888Z] GET http://localhost:5178/node_modules/.vite/deps/lib-9qH3G_6W.js?v=abd52dc4 → 200 (7ms, 182275B)
[2026-07-26T02:50:11.954Z] GET http://localhost:5178/node_modules/@fontsource-variable/geist/files/geist-latin-wght-normal.woff2 → 200 (34ms, 29400B)
[2026-07-26T02:50:11.954Z] GET http://localhost:5178/node_modules/@fontsource-variable/geist-mono/files/geist-mono-latin-wght-normal.woff2 → 200 (34ms, 23128B)
[2026-07-26T02:51:58.300Z] GET http://localhost:5178/src/index.css?t=1785034318296 → 200 (23ms, 59972B)
[2026-07-26T02:52:06.636Z] GET http://localhost:5178/src/index.css?t=1785034326628 → 200 (21ms, 59972B)
[2026-07-26T02:52:13.443Z] GET http://localhost:5178/src/index.css?t=1785034333439 → 200 (44ms, 59972B)
[2026-07-26T02:52:13.443Z] GET http://localhost:5178/src/components/overview/Overview.tsx?t=1785034333439 → 200 (4ms, 40899B)
[2026-07-26T02:52:13.443Z] GET http://localhost:5178/src/components/SkillCard.tsx?t=1785034333439 → 200 (6ms, 18819B)
[2026-07-26T02:52:13.443Z] GET http://localhost:5178/src/components/modals/SkillModal.tsx?t=1785034333439 → 200 (14ms, 29006B)
[2026-07-26T02:52:13.443Z] GET http://localhost:5178/src/components/modals/PersonModal.tsx?t=1785034333439 → 200 (15ms, 18659B)
[2026-07-26T02:52:13.443Z] GET http://localhost:5178/src/components/chat/ChatPanel.tsx?t=1785034333439 → 200 (21ms, 24030B)
[2026-07-26T02:52:13.448Z] GET http://localhost:5178/src/data/analytics.ts?t=1785034333439 → 200 (3ms, 26685B)
[2026-07-26T02:52:13.449Z] GET http://localhost:5178/src/data/skills.ts?t=1785034333439 → 200 (53ms, 58311B)
[2026-07-26T02:52:13.465Z] GET http://localhost:5178/src/components/chat/Message.tsx?t=1785034333439 → 200 (?ms, 13387B)
[2026-07-26T02:52:13.465Z] GET http://localhost:5178/src/lib/ai/index.ts?t=1785034333439 → 200 (?ms, 1855B)
[2026-07-26T02:52:13.465Z] GET http://localhost:5178/src/lib/ai/mock-agent.ts?t=1785034333439 → 200 (?ms, 33355B)
[2026-07-26T02:52:25.198Z] GET http://localhost:5178/src/index.css?t=1785034345195 → 200 (34ms, 59972B)
[2026-07-26T02:52:25.198Z] GET http://localhost:5178/src/components/overview/Overview.tsx?t=1785034345195 → 200 (3ms, 40899B)
[2026-07-26T02:52:25.198Z] GET http://localhost:5178/src/components/SkillCard.tsx?t=1785034345195 → 200 (5ms, 18819B)
[2026-07-26T02:52:25.198Z] GET http://localhost:5178/src/components/modals/SkillModal.tsx?t=1785034345195 → 200 (8ms, 29006B)
[2026-07-26T02:52:25.198Z] GET http://localhost:5178/src/components/modals/PersonModal.tsx?t=1785034345195 → 200 (10ms, 18659B)
[2026-07-26T02:52:25.198Z] GET http://localhost:5178/src/components/chat/ChatPanel.tsx?t=1785034345195 → 200 (11ms, 24030B)
[2026-07-26T02:52:25.203Z] GET http://localhost:5178/src/data/analytics.ts?t=1785034345195 → 200 (1ms, 26685B)
[2026-07-26T02:52:25.203Z] GET http://localhost:5178/src/data/skills.ts?t=1785034345195 → 200 (25ms, 61962B)
[2026-07-26T02:52:25.209Z] GET http://localhost:5178/src/components/chat/Message.tsx?t=1785034345195 → 200 (1ms, 13387B)
[2026-07-26T02:52:25.209Z] GET http://localhost:5178/src/lib/ai/index.ts?t=1785034345195 → 200 (2ms, 1855B)
[2026-07-26T02:52:25.211Z] GET http://localhost:5178/src/lib/ai/mock-agent.ts?t=1785034345195 → 200 (10ms, 33355B)
[2026-07-26T02:52:32.405Z] GET http://localhost:5178/src/index.css?t=1785034352403 → pending (?ms, ?B)
[2026-07-26T02:52:32.405Z] GET http://localhost:5178/src/components/overview/Overview.tsx?t=1785034352403 → 200 (3ms, 40899B)
[2026-07-26T02:52:32.405Z] GET http://localhost:5178/src/components/SkillCard.tsx?t=1785034352403 → 200 (6ms, 18819B)
[2026-07-26T02:52:32.405Z] GET http://localhost:5178/src/components/modals/SkillModal.tsx?t=1785034352403 → 200 (9ms, 29006B)
[2026-07-26T02:52:32.405Z] GET http://localhost:5178/src/components/modals/PersonModal.tsx?t=1785034352403 → 200 (10ms, 18659B)
[2026-07-26T02:52:32.405Z] GET http://localhost:5178/src/components/chat/ChatPanel.tsx?t=1785034352403 → 200 (11ms, 24030B)
[2026-07-26T02:52:32.408Z] GET http://localhost:5178/src/data/analytics.ts?t=1785034352403 → 200 (3ms, 26685B)
[2026-07-26T02:52:32.408Z] GET http://localhost:5178/src/data/skills.ts?t=1785034352403 → 200 (26ms, 62390B)
[2026-07-26T02:52:32.416Z] GET http://localhost:5178/src/components/chat/Message.tsx?t=1785034352403 → 200 (2ms, 13387B)
[2026-07-26T02:52:32.416Z] GET http://localhost:5178/src/lib/ai/index.ts?t=1785034352403 → 200 (2ms, 1855B)
[2026-07-26T02:52:32.418Z] GET http://localhost:5178/src/lib/ai/mock-agent.ts?t=1785034352403 → 200 (9ms, 33355B)
[2026-07-26T02:52:59.112Z] GET http://localhost:5178/src/components/ui/Badge.tsx?t=1785034379105 → 200 (64ms, 10470B)
[2026-07-26T02:52:59.113Z] GET http://localhost:5178/src/index.css?t=1785034379105 → 200 (52ms, 61323B)
[2026-07-26T02:52:59.176Z] GET http://localhost:5178/src/data/access.ts → 200 (3ms, 4887B)
[2026-07-26T02:52:59.213Z] GET http://localhost:5178/node_modules/@fontsource-variable/geist/files/geist-latin-wght-normal.woff2 → 304 (1ms, ?B)
[2026-07-26T02:52:59.213Z] GET http://localhost:5178/node_modules/@fontsource-variable/geist-mono/files/geist-mono-latin-wght-normal.woff2 → 304 (1ms, ?B)
[2026-07-26T02:52:59.219Z] GET http://localhost:5178/src/App.tsx?t=1785034379105 → 200 (4ms, 16993B)
[2026-07-26T02:52:59.219Z] GET http://localhost:5178/src/components/overview/Overview.tsx?t=1785034379105 → 200 (5ms, 40915B)
[2026-07-26T02:52:59.219Z] GET http://localhost:5178/src/components/SkillCard.tsx?t=1785034379105 → 200 (8ms, 18835B)
[2026-07-26T02:52:59.221Z] GET http://localhost:5178/src/components/modals/SkillModal.tsx?t=1785034379105 → 200 (8ms, 29022B)
[2026-07-26T02:52:59.221Z] GET http://localhost:5178/src/components/modals/PersonModal.tsx?t=1785034379105 → 200 (12ms, 18675B)
[2026-07-26T02:52:59.223Z] GET http://localhost:5178/src/components/chat/ChatPanel.tsx?t=1785034379105 → 200 (3ms, 24030B)
[2026-07-26T02:52:59.223Z] GET http://localhost:5178/src/components/modals/ModalHost.tsx?t=1785034379105 → 200 (10ms, 4614B)
[2026-07-26T02:52:59.226Z] GET http://localhost:5178/src/components/chat/Message.tsx?t=1785034379105 → 200 (4ms, 13387B)
[2026-07-26T02:53:20.048Z] GET http://localhost:5178/src/index.css?t=1785034400043 → 200 (41ms, 61323B)
[2026-07-26T02:53:20.049Z] GET http://localhost:5178/src/components/SkillCard.tsx?t=1785034400043 → 200 (41ms, 19141B)
[2026-07-26T02:53:32.571Z] GET http://localhost:5178/src/index.css?t=1785034412568 → 200 (28ms, 61536B)
[2026-07-26T02:53:32.571Z] GET http://localhost:5178/src/components/SkillCard.tsx?t=1785034412568 → 200 (27ms, 20287B)
[2026-07-26T02:53:32.615Z] GET http://localhost:5178/node_modules/@fontsource-variable/geist/files/geist-latin-wght-normal.woff2 → 304 (1ms, ?B)
[2026-07-26T02:53:32.615Z] GET http://localhost:5178/node_modules/@fontsource-variable/geist-mono/files/geist-mono-latin-wght-normal.woff2 → 304 (1ms, ?B)
[2026-07-26T02:53:36.542Z] GET http://localhost:5178/src/index.css?t=1785034416542 → 200 (21ms, 61536B)
[2026-07-26T02:53:36.542Z] GET http://localhost:5178/src/components/SkillCard.tsx?t=1785034416542 → 200 (22ms, 20683B)
[2026-07-26T02:53:46.827Z] GET http://localhost:5178/src/index.css?t=1785034426824 → 200 (43ms, 61536B)
[2026-07-26T02:53:46.827Z] GET http://localhost:5178/src/components/modals/SkillModal.tsx?t=1785034426824 → 200 (45ms, 29202B)
[2026-07-26T02:53:55.778Z] GET http://localhost:5178/src/index.css?t=1785034435776 → 200 (26ms, 61536B)
[2026-07-26T02:53:55.778Z] GET http://localhost:5178/src/components/modals/SkillModal.tsx?t=1785034435776 → 200 (24ms, 30156B)
[2026-07-26T02:54:33.808Z] GET http://localhost:5178/ → 200 (18ms, 822B)
[2026-07-26T02:54:33.854Z] GET http://localhost:5178/@vite/client → 200 (?ms, ?B)
[2026-07-26T02:54:33.854Z] GET http://localhost:5178/src/main.tsx?t=1785034435776 → 200 (?ms, 1645B)
[2026-07-26T02:54:33.855Z] GET http://localhost:5178/@react-refresh → 200 (8ms, ?B)
[2026-07-26T02:54:33.855Z] GET http://localhost:5178/node_modules/vite/dist/client/env.mjs → 200 (8ms, ?B)
[2026-07-26T02:54:33.861Z] GET http://localhost:5178/node_modules/.vite/deps/react.js?v=789b2efc → 200 (5ms, -264B)
[2026-07-26T02:54:33.861Z] GET http://localhost:5178/node_modules/.vite/deps/react-dom_client.js?v=ebdb6242 → 200 (31ms, -266B)
[2026-07-26T02:54:33.862Z] GET http://localhost:5178/src/index.css?t=1785034435776 → 200 (4ms, ?B)
[2026-07-26T02:54:33.862Z] GET http://localhost:5178/src/App.tsx?t=1785034435776 → 200 (4ms, 16993B)
[2026-07-26T02:54:33.862Z] GET http://localhost:5178/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=789b2efc → 200 (3ms, -263B)
[2026-07-26T02:54:33.868Z] GET http://localhost:5178/node_modules/.vite/deps/rolldown-runtime-B-1-B7_t.js?v=abd52dc4 → 200 (4ms, -261B)
[2026-07-26T02:54:33.868Z] GET http://localhost:5178/src/components/dither-kit/index.ts → 200 (11ms, ?B)
[2026-07-26T02:54:33.868Z] GET http://localhost:5178/src/components/chat/ChatPanel.tsx?t=1785034416542 → 200 (11ms, 24030B)
[2026-07-26T02:54:33.868Z] GET http://localhost:5178/src/components/modals/ModalHost.tsx?t=1785034435776 → 200 (17ms, 4614B)
[2026-07-26T02:54:33.868Z] GET http://localhost:5178/src/components/overview/Overview.tsx?t=1785034416542 → 200 (18ms, 40915B)
[2026-07-26T02:54:33.868Z] GET http://localhost:5178/src/components/SignIn.tsx?t=1785034203040 → 200 (18ms, ?B)
[2026-07-26T02:54:33.869Z] GET http://localhost:5178/src/components/ui/PersonAvatar.tsx → 200 (18ms, ?B)
[2026-07-26T02:54:33.869Z] GET http://localhost:5178/src/components/ui/Badge.tsx?t=1785034379105 → 200 (18ms, ?B)
[2026-07-26T02:54:33.869Z] GET http://localhost:5178/src/data/people.ts → 200 (23ms, ?B)
[2026-07-26T02:54:33.869Z] GET http://localhost:5178/src/state/app-state.tsx → 200 (25ms, ?B)
[2026-07-26T02:54:33.880Z] GET http://localhost:5178/src/components/chat/Message.tsx?t=1785034416542 → 200 (18ms, 13387B)
[2026-07-26T02:54:33.880Z] GET http://localhost:5178/src/lib/ai/index.ts?t=1785034352403 → 200 (18ms, ?B)
[2026-07-26T02:54:33.880Z] GET http://localhost:5178/src/lib/utils.ts → 200 (20ms, ?B)
[2026-07-26T02:54:33.880Z] GET http://localhost:5178/src/components/dither-kit/area.tsx → 200 (21ms, ?B)
[2026-07-26T02:54:33.880Z] GET http://localhost:5178/src/components/dither-kit/area-chart.tsx → 200 (22ms, ?B)
[2026-07-26T02:54:33.882Z] GET http://localhost:5178/src/components/dither-kit/avatar.tsx → 200 (19ms, ?B)
[2026-07-26T02:54:33.882Z] GET http://localhost:5178/src/components/dither-kit/bar.tsx → 200 (21ms, ?B)
[2026-07-26T02:54:33.882Z] GET http://localhost:5178/src/components/dither-kit/bar-chart.tsx → 200 (21ms, ?B)
[2026-07-26T02:54:33.882Z] GET http://localhost:5178/src/components/dither-kit/block-legend.tsx → 200 (21ms, ?B)
[2026-07-26T02:54:33.882Z] GET http://localhost:5178/src/components/dither-kit/button.tsx → 200 (21ms, ?B)
[2026-07-26T02:54:33.882Z] GET http://localhost:5178/src/components/dither-kit/dot.tsx → 200 (22ms, ?B)
[2026-07-26T02:54:33.882Z] GET http://localhost:5178/src/components/dither-kit/gradient.tsx → 200 (22ms, ?B)
[2026-07-26T02:54:33.883Z] GET http://localhost:5178/src/components/dither-kit/grid.tsx → 200 (21ms, ?B)
[2026-07-26T02:54:33.883Z] GET http://localhost:5178/src/components/dither-kit/legend.tsx → 200 (21ms, ?B)
[2026-07-26T02:54:33.883Z] GET http://localhost:5178/src/components/dither-kit/pie.tsx → 200 (22ms, ?B)
[2026-07-26T02:54:33.883Z] GET http://localhost:5178/src/components/dither-kit/pie-chart.tsx → 200 (23ms, ?B)
[2026-07-26T02:54:33.883Z] GET http://localhost:5178/src/components/dither-kit/radar.tsx → 200 (24ms, ?B)
[2026-07-26T02:54:33.883Z] GET http://localhost:5178/src/components/dither-kit/radar-chart.tsx → 200 (24ms, ?B)
[2026-07-26T02:54:33.883Z] GET http://localhost:5178/src/components/dither-kit/reference-line.tsx → 200 (24ms, ?B)
[2026-07-26T02:54:33.884Z] GET http://localhost:5178/src/components/dither-kit/sparkline.tsx → 200 (24ms, ?B)
[2026-07-26T02:54:33.884Z] GET http://localhost:5178/src/components/dither-kit/tooltip.tsx → 200 (24ms, ?B)
[2026-07-26T02:54:33.884Z] GET http://localhost:5178/src/components/dither-kit/x-axis.tsx → 200 (25ms, ?B)
[2026-07-26T02:54:33.884Z] GET http://localhost:5178/src/components/dither-kit/y-axis.tsx → 200 (26ms, ?B)
[2026-07-26T02:54:33.885Z] GET http://localhost:5178/src/components/modals/PersonModal.tsx?t=1785034416542 → 200 (20ms, 18675B)
[2026-07-26T02:54:33.885Z] GET http://localhost:5178/src/components/modals/SkillModal.tsx?t=1785034435776 → 200 (25ms, ?B)
[2026-07-26T02:54:33.888Z] GET http://localhost:5178/src/components/charts/ChartBlock.tsx → 200 (22ms, ?B)
[2026-07-26T02:54:33.888Z] GET http://localhost:5178/src/components/ui/Panel.tsx → 200 (23ms, ?B)
[2026-07-26T02:54:33.890Z] GET http://localhost:5178/src/components/ui/Stat.tsx → 200 (21ms, ?B)
[2026-07-26T02:54:33.890Z] GET http://localhost:5178/src/components/SkillCard.tsx?t=1785034416542 → 200 (22ms, ?B)
[2026-07-26T02:54:33.890Z] GET http://localhost:5178/src/data/analytics.ts?t=1785034352403 → 200 (22ms, ?B)
[2026-07-26T02:54:33.890Z] GET http://localhost:5178/src/data/skills.ts?t=1785034352403 → 200 (23ms, ?B)
[2026-07-26T02:54:33.890Z] GET http://localhost:5178/node_modules/.vite/deps/react-nice-avatar.js?v=d0c87b9d → 200 (?ms, -312B)
[2026-07-26T02:54:33.892Z] GET http://localhost:5178/src/data/access.ts → 200 (20ms, ?B)
[2026-07-26T02:54:33.894Z] GET http://localhost:5178/node_modules/.vite/deps/react-dom.js?v=789b2efc → 200 (?ms, -310B)
[2026-07-26T02:54:33.898Z] GET http://localhost:5178/src/components/chat/Markdown.tsx → 200 (15ms, ?B)
[2026-07-26T02:54:33.899Z] GET http://localhost:5178/src/lib/ai/http-agent.ts → 200 (13ms, ?B)
[2026-07-26T02:54:33.900Z] GET http://localhost:5178/src/lib/ai/mock-agent.ts?t=1785034352403 → 200 (20ms, ?B)
[2026-07-26T02:54:33.900Z] GET http://localhost:5178/node_modules/.vite/deps/clsx.js?v=f9cfe2b2 → 200 (?ms, -308B)
[2026-07-26T02:54:33.901Z] GET http://localhost:5178/node_modules/.vite/deps/tailwind-merge.js?v=ded4a5a7 → 200 (?ms, -312B)
[2026-07-26T02:54:33.901Z] GET http://localhost:5178/src/components/dither-kit/lib.ts → 200 (19ms, ?B)
[2026-07-26T02:54:33.901Z] GET http://localhost:5178/src/components/dither-kit/palette.ts → 200 (20ms, ?B)
[2026-07-26T02:54:33.901Z] GET http://localhost:5178/src/components/dither-kit/pixel.ts → 200 (20ms, ?B)
[2026-07-26T02:54:33.902Z] GET http://localhost:5178/src/components/dither-kit/chart-context.tsx → 200 (20ms, ?B)
[2026-07-26T02:54:33.902Z] GET http://localhost:5178/src/components/dither-kit/series-context.tsx → 200 (22ms, ?B)
[2026-07-26T02:54:33.902Z] GET http://localhost:5178/src/components/dither-kit/cartesian-canvas.tsx → 200 (23ms, ?B)
[2026-07-26T02:54:33.902Z] GET http://localhost:5178/src/components/dither-kit/cartesian-root.tsx → 200 (23ms, ?B)
[2026-07-26T02:54:33.903Z] GET http://localhost:5178/src/components/dither-kit/bar-canvas.tsx → 200 (20ms, ?B)
[2026-07-26T02:54:33.904Z] GET http://localhost:5178/src/components/dither-kit/common-context.tsx → 200 (20ms, ?B)
[2026-07-26T02:54:33.905Z] GET http://localhost:5178/src/components/dither-kit/polar-context.tsx → 200 (22ms, ?B)
[2026-07-26T02:54:33.906Z] GET http://localhost:5178/src/components/ui/Modal.tsx → 200 (20ms, ?B)
[2026-07-26T02:54:33.906Z] GET http://localhost:5178/src/components/dither-kit/pie-canvas.tsx → 200 (20ms, ?B)
[2026-07-26T02:54:33.906Z] GET http://localhost:5178/src/components/dither-kit/polar-root.tsx → 200 (21ms, ?B)
[2026-07-26T02:54:33.907Z] GET http://localhost:5178/src/components/dither-kit/radar-canvas.tsx → 200 (20ms, ?B)
[2026-07-26T02:54:33.907Z] GET http://localhost:5178/src/components/dither-kit/radar-frame.tsx → 200 (22ms, ?B)
